location_name,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value,quantile
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.025,8,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.05,13,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.1,17,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.15,21,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.2,26,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.25,31,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.3,38,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.35,46,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.4,52,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.45,58,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.5,66,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.55,71,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.6,82,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.65,92,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.7,104,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.75,119,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.8,134,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.85,150,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.9,174,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.95,228,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.975,304,NA
Idaho,2025-11-15,wk inc flu hosp,3,2025-12-06,16,quantile,0.99,385,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.01,6,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.025,9,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.05,11,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.1,20,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.15,27,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.2,35,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.25,41,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.3,46,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.35,51,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.4,61,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.45,66,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.5,74,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.55,83,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.6,91,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.65,103,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.7,126,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.75,139,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.8,166,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.85,192,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.9,226,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.95,281,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.975,510,NA
Idaho,2025-11-15,wk inc flu hosp,4,2025-12-13,16,quantile,0.99,761,NA
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.01,10,0.01
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.025,10,0.025
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.05,11,0.05
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.1,12,0.1
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.15,13,0.15
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.2,14,0.2
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.25,15,0.25
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.3,16,0.3
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.35,16,0.35
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.4,17,0.4
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.45,17,0.45
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.5,18,0.5
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.55,19,0.55
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.6,19,0.6
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.65,20,0.65
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.7,21,0.7
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.75,21,0.75
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.8,22,0.8
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.85,23,0.85
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.9,24,0.9
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.95,25,0.95
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.975,25,0.975
Idaho,2025-11-15,seasonal_peak_week,NA,NA,16,quantile,0.99,26,0.99
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.01,83,0.01
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.025,114,0.025
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.05,138.20000000000002,0.05
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.1,166,0.1
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.15,195.20000000000002,0.15
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.2,216,0.2
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.25,240,0.25
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.3,275.2,0.3
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.35,296.6,0.35
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.4,333.20000000000005,0.4
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.45,373.2000000000001,0.45
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.5,423,0.5
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.55,447.8,0.55
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.6,481.6,0.6
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.65,543.8000000000001,0.65
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.7,607.0000000000002,0.7
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.75,676.0000000000005,0.75
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.8,734,0.8
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.85,792.6,0.85
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.9,849.4000000000001,0.9
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.95,917.5999999999999,0.95
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.975,961.9999999999998,0.975
Idaho,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,16,quantile,0.99,977.3599999999999,0.99
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.01,1,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.025,2,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.05,5,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.1,8,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.15,10,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.2,12,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.25,13,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.3,15,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.35,17,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.4,19,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.45,22,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.5,24,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.55,26,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.6,29,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.65,31,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.7,34,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.75,38,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.8,42,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.85,49,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.9,54,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.95,66,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.975,77,NA
Illinois,2025-11-15,wk inc flu hosp,0,2025-11-15,17,quantile,0.99,90,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.01,2,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.025,3,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.05,5,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.1,8,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.15,10,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.2,12,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.25,14,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.3,16,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.35,18,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.4,21,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.45,23,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.5,26,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.55,29,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.6,33,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.65,36,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.7,39,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.75,44,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.8,49,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.85,57,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.9,66,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.95,80,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.975,92,NA
Illinois,2025-11-15,wk inc flu hosp,1,2025-11-22,17,quantile,0.99,117,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.01,2,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.025,3,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.05,5,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.1,9,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.15,11,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.2,14,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.25,16,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.3,19,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.35,21,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.4,24,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.45,27,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.5,30,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.55,34,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.6,38,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.65,43,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.7,48,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.75,54,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.8,60,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.85,72,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.9,83,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.95,106,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.975,123,NA
Illinois,2025-11-15,wk inc flu hosp,2,2025-11-29,17,quantile,0.99,158,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.01,2,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.025,4,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.05,6,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.1,10,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.15,13,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.2,16,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.25,19,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.3,23,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.35,26,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.4,29,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.45,32,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.5,36,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.55,40,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.6,45,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.65,52,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.7,58,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.75,68,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.8,78,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.85,91,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.9,114,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.95,158,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.975,189,NA
Illinois,2025-11-15,wk inc flu hosp,3,2025-12-06,17,quantile,0.99,264,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.01,2,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.025,4,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.05,7,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.1,12,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.15,15,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.2,19,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.25,22,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.3,25,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.35,30,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.4,34,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.45,39,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.5,44,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.55,49,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.6,58,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.65,66,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.7,75,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.75,89,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.8,103,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.85,123,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.9,158,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.95,226,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.975,311,NA
Illinois,2025-11-15,wk inc flu hosp,4,2025-12-13,17,quantile,0.99,464,NA
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.01,13,0.01
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.025,15,0.025
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.05,16,0.05
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.1,17,0.1
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.15,18,0.15
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.2,19,0.2
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.25,20,0.25
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.3,20,0.3
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.35,21,0.35
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.4,21,0.4
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.45,22,0.45
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.5,22,0.5
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.55,23,0.55
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.6,23,0.6
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.65,24,0.65
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.7,24,0.7
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.75,24.250000000000114,0.75
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.8,25,0.8
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.85,25,0.85
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.9,26,0.9
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.95,26,0.95
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.975,26,0.975
Illinois,2025-11-15,seasonal_peak_week,NA,NA,17,quantile,0.99,26,0.99
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.01,66.38,0.01
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.025,109.45000000000002,0.025
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.05,195.20000000000005,0.05
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.1,312.3,0.1
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.15,432.0500000000002,0.15
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.2,546.6,0.2
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.25,676,0.25
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.3,837.8,0.3
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.35,1016.05,0.35
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.4,1177.4,0.4
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.45,1354.1000000000001,0.45
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.5,1566,0.5
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.55,1739.9,0.55
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.6,1955,0.6
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.65,2157.8,0.65
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.7,2449,0.7
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.75,2695.2500000000005,0.75
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.8,3109.8,0.8
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.85,3724.1000000000013,0.85
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.9,4324.4000000000005,0.9
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.95,5269.949999999999,0.95
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.975,6030.249999999998,0.975
Illinois,2025-11-15,seasonal_peak_inc flu hosp,NA,NA,17,quantile,0.99,6657.969999999999,0.99
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.01,1,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.025,2,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.05,4,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.1,6,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.15,8,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.2,9,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.25,11,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.3,13,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.35,14,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.4,16,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.45,18,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.5,21,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.55,23,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.6,25,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.65,28,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.7,30,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.75,33,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.8,36,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.85,40,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.9,48,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.95,56,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.975,65,NA
Indiana,2025-11-15,wk inc flu hosp,0,2025-11-15,18,quantile,0.99,76,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.01,1,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.025,2,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.05,4,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.1,7,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.15,8,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.2,10,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.25,12,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.3,14,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.35,15,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.4,17,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.45,18,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.5,20,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.55,22,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.6,25,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.65,27,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.7,30,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.75,34,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.8,39,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.85,44,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.9,53,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.95,63,NA
Indiana,2025-11-15,wk inc flu hosp,1,2025-11-22,18,quantile,0.975,74,NA
